date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup2,FunctionalGroup,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
6/29/20,2,B5-0,B5,1,18,29,7,2.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-0,B5,1,18,29,7,2.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-0,B5,1,18,29,7,5.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-0,B5,1,18,29,7,5.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,1.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,1.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,2,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,2.25,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,3.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,4,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,0.5,upper,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,1.5,upper,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,1.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,2,upper,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,2.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,2.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,3.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,4.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,4.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,4.75,lower,1,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,5.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,5.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,5.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,6,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,6.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,6.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,6.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,7,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-12.5,B5,2,18,29,7,7,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,1.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,1.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,2,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,2.25,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,2.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,2.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,3,lower,1,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,3,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,3.25,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,3.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,1.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,1.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,2,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,2,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,2.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,2.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,3,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,3.25,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,4.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,4.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,5.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,5.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,5.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-25,B5,3,17,29,7,6,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,1.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,1.75,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,2,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,2.25,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,2.5,middle,2,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,2.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,3,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,3.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,1.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,1.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,1.75,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,2,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,2.25,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,4.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,4.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-37.5,B5,4,17,21,5,5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,1.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,1.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,2,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,2.25,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,2.75,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,3,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,3.25,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,3.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,3.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,4,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,4.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,4.5,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,1.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,1.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,2,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,2.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,2.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,2.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,3,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,3,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,3.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,3.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,4,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,4.25,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,4.5,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,5.25,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,5.25,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,5.5,lower,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,5.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,6,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,6.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,6.5,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,6.75,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,7,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B5-50,B5,5,20,30,7.25,7.25,lower,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,0.75,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1.5,middle,1,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1.75,middle,2,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1.75,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,2,middle,1,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,2,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,2.25,middle,2,NA,downed woody debris,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,2.25,middle,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B7-0,B7,1,16,29,7,0,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B7-0,B7,1,16,29,7,0.25,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/29/20,2,B7-0,B7,1,16,29,7,0.5,upper,2,NA,litter,litter,litter,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
